sa1_main11, sa1_7dig11, sa2_5dig11, sa2_name11, sa3_code11, sa3_name11, sa4_code11, sa4_name11, gcc_code11, gcc_name11, ste_code11, ste_name11, Connectivity, Area, Connections, LUM_Residential, LUM_Industrial, LUM_Commercial, LUM_Parkland, LUM_Education, LandUseMixMeasure, AverageDensity, Connectivity_ZScore, AverageDensity_ZScore, LandUseMixMeasure_ZScore, SumZScore
"20607114432","2114432","21144","Richmond (Vic.)","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",201.66020121289296,238024.16000431505,48,154295.0747309102,0.0,71245.39564897903,4529.141245088373,7954.548379173037,0.5163479561772277,70.57195218078014,0.746693147213289,-0.12705081883233363,0.819092890072028,1.4387352184529836
"20607114433","2114433","21144","Richmond (Vic.)","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",181.96573563741413,236308.2250038657,43,174107.86266012528,0.0,45330.91137099473,1024.8081042980775,15844.642868338153,0.4638789792119322,75.41648080223287,0.4172112287818096,-0.05522436553796476,0.5695365151746361,0.9315233784184809
"20607114434","2114434","21144","Richmond (Vic.)","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",187.56920406858967,181266.43000290706,34,161595.36278693166,0.0,3781.779975247142,1024.8081042980775,14864.479136495851,0.2594024657759021,82.45460232245979,0.5109554089169979,0.049124962570882426,-0.40300803202523044,0.1570723394626498
"20607114435","2114435","21144","Richmond (Vic.)","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",218.15613561266193,252113.01000331694,55,143762.26607383596,0.0,76262.02785640415,15040.942580489136,0.0,0.5230566477822632,70.00495910037097,1.0226646932055228,-0.13545723051662,0.8510012072165493,1.7382086699054522
"20607114436","2114436","21144","Richmond (Vic.)","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",125.23042397925921,71867.52000049595,9,12638.545949316234,0.0,7767.3514426678885,23837.027177399723,27624.595431104302,0.7951044459879639,65.47648211942892,-0.5319518371716709,-0.2025978061602255,2.1449327119976913,1.4103830686657948
"20607114437","2114437","21144","Richmond (Vic.)","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",187.8909267684295,164989.3400025998,31,101037.14036412872,0.0,47672.2586130286,1277.7644377386314,15002.17658776138,0.5683356029069901,66.74128803090679,0.5163377236561274,-0.18384540942034114,1.0663599306683607,1.398852244904147
"20601110521","2110521","21105","Brunswick","20601","Brunswick - Coburg","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",140.51381943606555,156568.23000253085,22,107309.08326871705,1771.2322539348934,35416.57727291997,8995.798470485373,3075.5387364497874,0.5512311608736604,51.659122648041134,-0.27626566808235925,-0.4074581759242366,0.9850066664089171,0.3012828224023213
"20607114438","2114438","21144","Richmond (Vic.)","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",230.86756863691167,203579.91500277587,47,132028.7670367341,0.0,63091.63037262033,0.0,7227.642666397616,0.4728220326239676,76.33148222846832,1.2353227784321508,-0.04165827638023912,0.612072049867784,1.8057365519196957
"20607114439","2114439","21144","Richmond (Vic.)","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",148.2808237867265,269758.41500268655,40,134345.0182776003,4362.2035511424765,111071.50853712455,0.0,8723.686399489752,0.5507189433865498,79.45803360581725,-0.1463262450442604,0.004696924305984995,0.9825704241447135,0.8409411034064381
"20607114440","2114440","21144","Richmond (Vic.)","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",134.97992281474478,185212.73000216205,25,105211.37606000606,40120.38803024658,24198.670541689055,1742.0141929555393,13940.28117730841,0.7189395466832751,70.30873998621693,-0.3688459347672509,-0.13095328280283927,1.782672243731365,1.2828730261612749
"20607114441","2114441","21144","Richmond (Vic.)","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",166.64073679120128,174027.0750022945,29,118021.07252319908,0.0,53151.57841690753,0.0,2821.9126931747014,0.43020995785514554,99.1059683133347,0.16082904869883183,0.2960031740721642,0.40939771693391397,0.86622993970491
"20607114442","2114442","21144","Richmond (Vic.)","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",150.99287060522383,264913.17000377725,40,212815.37591438735,0.0,18914.716261851754,12248.357272420755,10540.814073303947,0.38565207299446036,77.81484333063158,-0.10095459557198146,-0.019665513977843954,0.19746859496374725,0.07684848541392184
"20607114443","2114443","21144","Richmond (Vic.)","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",132.70002797711953,120572.69500168273,16,55621.98004351015,48712.05851469666,10645.698816270313,0.0,5592.957627270862,0.6709206062990118,62.00783011459537,-0.40698782402257944,-0.2540250946927652,1.5542814234446094,0.8932685047292648
"20607114444","2114444","21144","Richmond (Vic.)","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",159.00841504208094,188669.26000149501,30,63325.895562487436,83874.48059869955,40161.251544524726,1307.6322958852397,0.0,0.6776264850160838,58.044158153566435,0.033142821197564204,-0.31279169950181523,1.5861763617476938,1.3065274834434428
"20607114445","2114445","21144","Richmond (Vic.)","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",159.14338420819553,226211.10000340233,36,46424.25901289692,0.0,139586.26613430877,5519.091913201519,18147.43763002925,0.5668014118139676,58.89949113671166,0.03540081086527571,-0.3001102728108958,1.0590629107964502,0.7943534488508301
"20607114446","2114446","21144","Richmond (Vic.)","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",203.91571043609306,289335.2350038303,59,70257.62696978518,0.0,141348.21730530713,33957.50046271753,16353.84209466505,0.6983068302527974,49.430222088372794,0.7844270731759793,-0.4405045328469466,1.684537570358915,2.0284601106879476
"20607114447","2114447","21144","Richmond (Vic.)","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",223.0614148682546,318297.99000393815,71,63639.28641142744,0.0,237487.22882542308,492.78918160218745,10146.949579227716,0.4059374398113078,59.008087753427034,1.1047283985333336,-0.2985001863756764,0.2939511814190669,1.1001793935767241
"20601110522","2110522","21105","Brunswick","20601","Brunswick - Coburg","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",158.35263333384827,107355.33500197378,17,80806.57443709862,0.0,19710.10527704427,6838.655287843627,0.0,0.4352050477038759,50.366434038610905,0.02217180934285342,-0.42662397001579067,0.43315568949283045,0.028703528819893187
"20607114448","2114448","21144","Richmond (Vic.)","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",168.89017427835756,219077.28000219943,37,132000.42487613068,1969.457069939468,74017.47670482771,2278.492256978735,0.0,0.4676078054552207,59.143226711133174,0.19846139651855277,-0.29649657512835154,0.5872718020759382,0.48923662346613944
"20607114449","2114449","21144","Richmond (Vic.)","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",169.07602923234333,171520.4700019798,29,119561.61877607965,3624.4857605183206,48334.3654653214,0.0,0.0,0.4287034867638434,64.37793509915406,0.20157068864707178,-0.2188851980633369,0.4022325407445298,0.3849180313282647
"20607114450","2114450","21144","Richmond (Vic.)","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",193.84525328279034,206350.16500324704,40,190577.2219011941,0.0,15233.974887150107,538.9682149099535,0.0,0.17482335695099188,81.28890028171622,0.6159516438917537,0.03184190993004348,-0.80528871312861,-0.1574951593068128
"20607114451","2114451","21144","Richmond (Vic.)","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",212.37510669805252,216597.89000318755,46,165454.53786074065,0.0,51143.352142501855,0.0,0.0,0.33960148860136663,65.95543243239514,0.9259499847005649,-0.19549674329680172,-0.021560202007997988,0.7088930393957652
"20607114452","2114452","21144","Richmond (Vic.)","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",162.22511967155225,240406.66500330545,39,142153.3653847629,0.0,81481.95452874372,0.0,1198.8447940071346,0.42599352483071684,61.659961085800326,0.08695722952886822,-0.2591827066095696,0.3893432428154257,0.21711776573472433
"20607114453","2114453","21144","Richmond (Vic.)","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",165.0729847373248,230201.20500315755,38,189629.5714934105,0.0,37779.76031140203,0.0,1541.031306397752,0.30261549647804326,77.55474279575131,0.13460107351684678,-0.023521843536449306,-0.19747539323395086,-0.08639616325355338
"20607114454","2114454","21144","Richmond (Vic.)","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",206.04971922585142,140742.73000203923,29,109291.63385484558,0.0,20870.325153990234,2623.962984690872,325.9458041731268,0.3383266956276902,80.05122561164355,0.8201283369297243,0.01349176921873916,-0.027623455603847238,0.8059966505446162
"20607114455","2114455","21144","Richmond (Vic.)","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",168.21911590958763,285342.12500438094,48,250835.3681066056,0.0,34506.75689767398,0.0,0.0,0.22913352691314032,74.66332632620244,0.18723481116773694,-0.06639086263666966,-0.5469751358545641,-0.42613118732349686
"20607114456","2114456","21144","Richmond (Vic.)","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",169.3558370431681,183046.54000262317,31,174712.65800584713,0.0,565.6260191801703,0.0,7768.255977545981,0.12204806279173268,77.93761225497369,0.2062517811067444,-0.01784530460366251,-1.05630201386896,-0.8678955373658782
"20607114457","2114457","21144","Richmond (Vic.)","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",181.8441721015757,175974.84500149518,32,135099.06780941793,0.0,23822.14940558282,508.1165258863475,3225.3037274611706,0.33010665226258223,80.73885337505953,0.4151775108905648,0.02368674736670588,-0.06672016269330568,0.37214409556396505
"20601110523","2110523","21105","Brunswick","20601","Brunswick - Coburg","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",121.44620458738473,181150.16500305897,22,131700.8156093627,19525.419078266947,29923.93031550141,0.0,0.0,0.47800876533755365,57.67694960484216,-0.5952605804438325,-0.31823604501717484,0.6367415267363798,-0.27675509872462745
"20607114458","2114458","21144","Richmond (Vic.)","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",186.01684210576792,209658.43500248686,39,131030.93586572896,0.0,40492.29921484251,13698.012913055194,6846.874123080168,0.5568782625301216,74.51408812665954,0.48498490488629215,-0.06860351352735403,1.0118657801094881,1.4282471714684264
"20607114459","2114459","21144","Richmond (Vic.)","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",221.04333640618387,185483.99000212064,41,158435.817158999,0.0,12984.806488148999,1.5925635336898267,3225.7554479820246,0.22084807637224027,85.17175209253195,1.0709666109549902,0.08941025063578589,-0.5863829368251506,0.5739939247656255
"20607114460","2114460","21144","Richmond (Vic.)","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",153.55746580818519,78146.64000114251,12,68318.99731057484,0.0,9827.642690518296,0.0,0.0,0.23501649865384677,73.98219866721,-0.05804976303243013,-0.07648946826147296,-0.5189941614550524,-0.6535333927489555
"20607114461","2114461","21144","Richmond (Vic.)","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",74.0838421644599,67491.10000127181,5,0.0,0.0,0.0,37407.8202802221,23311.731915785,0.41377972662464624,0.4786174621425835,-1.3876172947068386,-1.166275896401403,0.33125117812639426,-2.222642012981847
"20607114501","2114501","21145","Yarra - North","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",137.74691503271112,254089.17500394446,35,189119.95423864253,0.0,36115.93784753669,28853.28291767212,0.0,0.4623590879623363,54.98985187896033,-0.3225550668700469,-0.3580757723439544,0.5623075091519286,-0.11832333006207263
"20607114502","2114502","21145","Yarra - North","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",171.90955233628853,168693.36000171973,29,161183.90095356098,0.0,0.0,7509.45904827537,0.0,0.11310659326546478,67.4458374276516,0.2489745963403165,-0.1733995459952032,-1.0988300151811798,-1.0232549648360665
"20607114503","2114503","21145","Yarra - North","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",203.6634518819787,216042.690003593,44,74550.97366336061,0.0,21080.253668406047,103634.4206046171,0.0,0.5874571250846422,76.29838603926831,0.780206870701745,-0.04214897053720401,1.1573069632421271,1.8953648634066682
"20607114504","2114504","21145","Yarra - North","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",184.68886882700048,238238.50500278472,44,195337.43993316495,0.0,0.0,42901.065069878285,0.0,0.2929649441213219,68.65894362805717,0.4627683495887056,-0.15541366488002223,-0.24337598061330495,0.06397870409537842
"20607114505","2114505","21145","Yarra - North","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",150.8632358978332,212112.64500299378,32,172650.60104520342,0.0,22172.602599143305,17289.441358645592,0.0,0.37774739489143105,55.94276033776209,-0.1031233415033029,-0.3439476620037972,0.15987184872972857,-0.28719915477737157
"20607114506","2114506","21145","Yarra - North","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",157.32087641528426,133485.14500113588,21,102603.69867246698,0.0,0.0,26288.811206832477,4592.635121886902,0.39652114469543576,62.03914234471817,0.004910856128327921,-0.2535608500551138,0.24916478362756167,5.147897007757862E-4
"20601110524","2110524","21105","Brunswick","20601","Brunswick - Coburg","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",120.79747983420891,206957.96000307112,25,151665.4345178648,8004.143625212368,47288.38185992914,0.0,0.0,0.42927934266976214,60.240152440687595,-0.6061135317661818,-0.28023322097407144,0.4049714642123799,-0.4813752885278733
"20607114507","2114507","21145","Yarra - North","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",157.5598124175334,234831.45500294215,37,205033.44754399863,0.0,0.0,25375.96561806336,4422.041840797181,0.2694843668844278,61.68137415643814,0.008908176700530518,-0.2588652299181852,-0.355055835541929,-0.6050128887595837
"20607114508","2114508","21145","Yarra - North","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",81.21564662653441,147754.78000170738,12,144815.19151207723,0.0,0.0,2939.588489605114,0.0,0.06066116500965168,35.74835783747862,-1.2683045564638582,-0.6433560093032995,-1.3482743861686077,-3.259934951935765
"20607114510","2114510","21145","Yarra - North","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",105.15963791609448,76074.81500062882,8,75085.12121346139,0.0,0.0,989.6937871926057,0.0,0.04312850486249238,28.815567835008604,-0.8677294733393148,-0.7461436603261472,-1.4316643693872066,-3.045537503052669
"20607114511","2114511","21145","Yarra - North","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",85.38387046452556,105406.32500068302,9,48866.29097669826,0.0,0.0,56540.034024013825,0.0,0.429028542862248,20.885963972747593,-1.1985715453633647,-0.8637103765043552,0.40377859378859426,-1.6585033280791257
"20607114521","2114521","21145","Yarra - North","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",165.89582180280087,235087.2950034812,39,144017.99467381713,0.0,13308.70570175276,28189.4836591006,4724.12770530436,0.47935401758569496,69.30409959501854,0.148366866442304,-0.1458483864908446,0.643139903335008,0.6456583832864674
"20607114513","2114513","21145","Yarra - North","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",136.57120441749655,146443.7550016784,20,132935.73675036043,0.0,0.0,3167.688199601369,10340.330051662168,0.22239470380022403,29.111463939881013,-0.34222431798714575,-0.7417566147707779,-0.5790267664447029,-1.6630076992026266
"20607114514","2114514","21145","Yarra - North","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",175.67561696409038,210615.45500399818,37,113770.45795897351,0.0,60888.314494199934,6636.871756390303,12532.188571251521,0.6021285757576416,48.24314855355558,0.31197961639275434,-0.45810444575239706,1.2270882750992527,1.08096344573961
"20607114515","2114515","21145","Yarra - North","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",144.84119025940697,234739.85500330979,34,106462.79781889085,0.0,41768.38789149394,80039.82738966422,6468.841903208648,0.7031154417774506,46.74740353613271,-0.20387018036655316,-0.4802808158451374,1.7074086025342896,1.023257606322599
"20601110525","2110525","21105","Brunswick","20601","Brunswick - Coburg","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",153.34867962510967,110858.47000156617,17,61388.685296935495,12360.459438892081,37109.325265758525,0.0,0.0,0.5829519702111283,54.44933543579931,-0.061542687066243884,-0.36608963335978656,1.1358792514091123,0.7082469309830819
"20607114516","2114516","21145","Yarra - North","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",160.9027831710314,236167.45000369544,38,134698.14067022313,0.0,9364.61652344031,16304.620581063442,926.9995772854309,0.3585432406454748,62.26799012490396,0.06483497567365083,-0.2501678833333886,0.06853179611614121,-0.11680111154359654
"20607114517","2114517","21145","Yarra - North","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",224.7846496906983,151255.88000240986,34,62335.17966041697,0.0,30513.692527285777,28813.12063962972,0.0,0.6403756493838019,65.83551794896472,1.133557549191456,-0.19727463186273833,1.4090015045279762,2.345284421856694
"20607114518","2114518","21145","Yarra - North","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",150.42059432333636,272569.06000430044,41,156400.93627896922,0.0,6833.3341738035615,56509.37824867415,0.0,0.43442771409425773,63.41723067290583,-0.11052858916457138,-0.2331288937855679,0.4294584846124966,0.08580100166235732
"20607114519","2114519","21145","Yarra - North","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",130.03844803278474,161490.70000209144,21,105506.79741720652,0.0,2143.6305133807473,52795.79860781012,1044.4734636335634,0.45580382079669707,64.84154140905409,-0.45151517932233637,-0.21201163005146628,0.5311289193459396,-0.13239789002786306
"20607114520","2114520","21145","Yarra - North","20607","Yarra","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",86.00961464549928,81386.25000067125,7,0.0,0.0,0.0,61569.05524518233,0.0,0.0,12.522822646532394,-1.188103051440318,-0.9877048508483777,-1.6367949808597173,-3.812602883148413
"20604112617","2112617","21126","Southbank","20604","Melbourne City","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",312.1763544971135,243452.13500371863,76,54907.212188056146,103387.19902725006,68129.61628058192,0.0,13342.830830208957,0.7571331429357911,591.2449531183792,2.595591969179273,7.592605293400275,1.96433112058305,12.152528383162599
"20601110534","2110534","21105","Brunswick","20601","Brunswick - Coburg","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",100.30014459936478,139581.05500167608,14,139558.5933129696,0.0,0.0,0.0,22.46168874599971,9.733202489228079E-4,65.16340126735608,-0.9490271949994836,-0.2072396379989706,-1.6321656115259857,-2.7884324445244397
"20601110535","2110535","21105","Brunswick","20601","Brunswick - Coburg","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",124.98580518164512,168019.08000256633,21,105898.70456519313,11247.879431143287,48938.287878407195,1934.2081278823316,0.0,0.5484013529309902,65.32929536287487,-0.5360442290374672,-0.2047800417338506,0.9715473490622931,0.23072307829097538
"20601110536","2110536","21105","Brunswick","20601","Brunswick - Coburg","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",172.31019559478497,150890.66500245384,26,148897.1545595121,533.3729009130038,1460.1375418863026,0.0,0.0,0.0484390215718142,69.54576451721714,0.2556772260161582,-0.14226538892730053,-1.4064061429939811,-1.2929943059051234
"20601110537","2110537","21105","Brunswick","20601","Brunswick - Coburg","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",170.60884709756354,234454.43000459287,40,132027.7881249261,49560.25457160827,47895.67328692753,0.0,4970.7140211879505,0.6573975016828923,50.03807124475585,0.22721422636599364,-0.4314923765666361,1.4899619500996433,1.285683799899001
"20601110538","2110538","21105","Brunswick","20601","Brunswick - Coburg","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",120.17845539006649,249628.770003976,30,143408.65697983597,0.0,60241.53211367736,44803.319127019015,1175.2617832881224,0.6182370425525001,62.582960983765226,-0.6164696067066447,-0.24549802967974213,1.3037044168841179,0.441736780497731
"20601110539","2110539","21105","Brunswick","20601","Brunswick - Coburg","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",102.84266955313028,106959.49500141293,11,64642.50729066996,0.0,0.0,27047.727271155745,0.0,0.37687668351473075,73.329120166543,-0.9064915904553529,-0.0861722085425383,0.1557305144152637,-0.8369332845826274
"20601110540","2110540","21105","Brunswick","20601","Brunswick - Coburg","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",120.41440172501127,157788.43500289973,19,139424.20142518618,0.0,0.0,10417.187033793114,7947.046543903827,0.2729377003473699,74.0374141457248,-0.6125223022831484,-0.07567082680044265,-0.33863086539445086,-1.026823994478042
"20601110541","2110541","21105","Brunswick","20601","Brunswick - Coburg","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",136.85581672791722,233822.72500422207,32,83570.23227585811,2746.75685413833,111472.16649418863,18832.480131634627,17201.08924840996,0.7256903781025145,57.33272982623294,-0.33746284783263825,-0.32333955204194265,1.8147809890122784,1.1539785891376975
"20601110542","2110542","21105","Brunswick","20601","Brunswick - Coburg","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",103.94402485405486,202031.81500317657,21,181996.37266128513,0.0,11539.597829241771,7416.363049490188,0.0,0.23336095475520657,66.91578962321262,-0.8880662792412665,-0.18125819579257044,-0.5268683674663763,-1.5961928425002132
"20601110543","2110543","21105","Brunswick","20601","Brunswick - Coburg","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",122.49774503810829,212248.80500381096,26,172362.2562031024,7428.464386619176,24339.085955924627,3185.461077534488,4933.537380655493,0.4257240595854325,56.909728293585154,-0.5776686552562774,-0.32961110128899035,0.38806159461751116,-0.5192181619277565
"20605112826","2112826","21128","Albert Park","20605","Port Phillip","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",107.05581311820899,280227.66000454896,30,254366.3850377428,0.0,10650.704472358688,15209.82663738537,0.0,0.23009030377271672,49.428062776940436,-0.8360070871247453,-0.4405365474543239,-0.5424244512696612,-1.8189680858487303
"20601110544","2110544","21105","Brunswick","20601","Brunswick - Coburg","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",129.45477478304812,185392.93000371242,24,114828.89483026553,0.0,41589.23275099824,12759.298976063903,16215.503446288934,0.6395357073048873,67.61912491165647,-0.46127984043097786,-0.17083033310599494,1.4050065171571278,0.772896343620155
"20601110545","2110545","21105","Brunswick","20601","Brunswick - Coburg","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",56.36420020990387,88708.79000109434,5,43236.495340153284,19197.397520750346,5639.079605733743,19612.758948758186,0.0,0.7410285725415301,40.04277423230722,-1.6840610647970105,-0.5796856870259522,1.8877335111131734,-0.37601324070978936
"20601110546","2110546","21105","Brunswick","20601","Brunswick - Coburg","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",86.85962604909551,46051.31500035571,4,2561.9485218164045,40514.91537162824,262.2392888740869,0.0,2712.2118180116595,0.2917980626991514,18.808462401146382,-1.173882640793876,-0.8945120460291903,-0.24892597824037133,-2.3173206650634377
"20601110547","2110547","21105","Brunswick","20601","Brunswick - Coburg","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",146.49229887123272,184310.0300018713,27,92377.09619737751,24795.352231692763,67137.58157276592,0.0,0.0,0.6113485798439808,60.31715217017464,-0.1762476774416492,-0.2790915995892396,1.270941060676678,0.8156017836457892
"20601110601","2110601","21106","Brunswick East","20601","Brunswick - Coburg","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",137.28730849356674,218519.83500285313,30,163006.13628674156,11635.782911867194,0.0,39111.780335113785,4766.135469132103,0.4760463613282695,42.671634390023016,-0.33024413279877596,-0.5407094075795983,0.6274078126263261,-0.2435457277520482
"20601110602","2110602","21106","Brunswick East","20601","Brunswick - Coburg","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",117.84548340068277,229113.57500395784,27,185148.83965893002,6540.413330126554,21252.18194632631,9410.553181115869,6761.586887415033,0.45316527367271636,53.1070839839464,-0.6554994592184139,-0.3859902612121826,0.5185792891960685,-0.5229104312345279
"20601110603","2110603","21106","Brunswick East","20601","Brunswick - Coburg","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",131.75800270918737,166972.78000303172,22,148960.54113997304,10968.094631869346,123.55984708876349,2993.5051878766826,3927.079196196981,0.27731377854441436,63.44553408430372,-0.4227475962946266,-0.232709258808526,-0.31781707647982693,-0.9732739315829795
"20601110604","2110604","21106","Brunswick East","20601","Brunswick - Coburg","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",177.3663952329814,124037.02500184253,22,66034.19895343893,9845.64264248684,48157.18340594719,0.0,0.0,0.5617138044705855,45.26893168634364,0.3402657796065498,-0.5022010887062913,1.034864900487319,0.8729295913875774
"20601110605","2110605","21106","Brunswick East","20601","Brunswick - Coburg","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",127.82346046050101,109526.06000152975,14,47504.77298547831,2550.1791162750997,59320.26147056548,150.84642918912868,0.0,0.49150671199457036,58.84026500894811,-0.48857119141979516,-0.3009883773762765,0.70094134215324,-0.0886182266428317
"20605112827","2112827","21128","Albert Park","20605","Port Phillip","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",83.56102086630145,179509.53500197377,15,33509.82388289589,0.0,118312.80108448504,27686.910034515648,0.0,0.5445338957102834,134.53218096456283,-1.2290672183905487,0.8212429666748938,0.9531526964524526,0.5453284447367978
"20601110607","2110607","21106","Brunswick East","20601","Brunswick - Coburg","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",148.34392091495857,161786.20500235076,24,103219.16614218622,2595.8797189016186,46272.00011663012,9699.159024646304,0.0,0.5466222213150443,66.64793538397234,-0.1452706508836702,-0.18522948412788867,0.963085327078627,0.6325851920670682
"20601110608","2110608","21106","Brunswick East","20601","Brunswick - Coburg","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",119.27757322378307,176059.9200035766,21,149755.11329605267,12119.837720262807,0.0,10973.154547971091,3211.814439240843,0.35284378469942657,37.783146698064535,-0.6315410684475177,-0.6131876114097291,0.04142367152427118,-1.2033050083329755
"20601110609","2110609","21106","Brunswick East","20601","Brunswick - Coburg","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",139.78087335053522,178851.36500260874,25,124002.61392124888,1540.3621076943236,39485.39855885903,13822.990414754488,0.0,0.5133833756978144,61.303035570661,-0.2885276145384263,-0.2644745927446206,0.8049925587843931,0.2519903515013462
"20601110610","2110610","21106","Brunswick East","20601","Brunswick - Coburg","206","Melbourne - Inner","2GMEL","Greater Melbourne","2","Victoria",150.3132756792176,186277.6250033602,28,129332.94427619118,1711.1723532170781,49088.65398958207,6144.854384399841,0.0,0.4724495260977231,64.03877257098328,-0.11232399471199259,-0.2239137247565187,0.6103003099999248,0.2740625905314135
